Date,Plant_ID,Plant_Location,Machine_ID,Machine_Type,Shift,Operator_ID,Downtime_Minutes,Failure_Type,Maintenance_Cost,Production_Loss_Units,Production_Loss_Value,Repair_Time_Minutes,Technician_ID,Status,Root_Cause
11/02/2023,PLT-001,Pune,MCH-001-018,Welding Robot,Afternoon,OPR-1109,61,Electrical Failure,16400.16,127,27754.61,46,TECH-206,Resolved,Short circuit
11/02/2023,PLT-003,Bangalore,MCH-003-009,Hydraulic Press,Morning,OPR-1078,70,Sensor Failure,14115.61,301,124707.39,57,TECH-233,Pending,Sensor disconnected
11/02/2023,PLT-001,Pune,MCH-001-002,Hydraulic Press,Afternoon,OPR-1177,131,Overheating,29618.43,528,373794.84,99,TECH-221,Resolved,Ambient temperature
11/02/2023,PLT-001,Pune,MCH-001-002,Robotic Arm,Morning,OPR-1046,27,Human Error,3058.04,147,87390.17,19,TECH-214,Pending,Improper operation
11/02/2023,PLT-003,Bangalore,MCH-003-008,Conveyor Belt,Night,OPR-1087,81,Mechanical Failure,19378.04,302,237536.07,57,TECH-254,Resolved,Component fatigue
11/02/2023,PLT-001,Pune,MCH-001-008,Packaging Unit,Night,OPR-1022,186,Hydraulic Leak,24896.89,1259,660480.95,158,TECH-258,Pending,Pressure spike
11/02/2023,PLT-003,Bangalore,MCH-003-015,Injection Moulding,Morning,OPR-1005,167,Hydraulic Leak,16123.83,803,184782.87,127,TECH-235,Resolved,Valve failure
11/02/2023,PLT-003,Bangalore,MCH-003-016,Conveyor Belt,Night,OPR-1162,162,Mechanical Failure,32169.46,896,682827.26,137,TECH-220,Resolved,Worn bearings
11/02/2023,PLT-003,Bangalore,MCH-003-016,CNC Machine,Afternoon,OPR-1052,126,Sensor Failure,21958.76,1104,870621.91,100,TECH-252,Resolved,Dirty sensor
11/02/2023,PLT-002,Mumbai,MCH-002-007,Hydraulic Press,Night,OPR-1074,125,Mechanical Failure,27035.59,646,381666.99,92,TECH-217,Resolved,Worn bearings
11/02/2023,PLT-001,Pune,MCH-001-005,Lathe Machine,Night,OPR-1049,37,Overheating,7413.26,210,115454.50,24,TECH-259,Resolved,Blocked ventilation
11/02/2023,PLT-001,Pune,MCH-001-007,Injection Moulding,Night,OPR-1175,258,Power Failure,29882.10,1765,1182676.08,179,TECH-201,Resolved,Grid outage
11/02/2023,PLT-003,Bangalore,MCH-003-002,Robotic Arm,Night,OPR-1088,36,Human Error,3125.44,131,26054.72,30,TECH-204,Pending,Missed maintenance check
11/02/2023,PLT-001,Pune,MCH-001-004,Packaging Unit,Afternoon,OPR-1034,127,Overheating,20945.04,309,200405.99,115,TECH-238,Resolved,Ambient temperature
11/02/2023,PLT-002,Mumbai,MCH-002-003,CNC Machine,Afternoon,OPR-1047,90,Electrical Failure,20698.04,397,306976.41,70,TECH-201,Resolved,Wiring fault
11/02/2023,PLT-002,Mumbai,MCH-002-008,CNC Machine,Morning,OPR-1027,93,Mechanical Failure,21601.39,479,73167.14,77,TECH-218,Resolved,Worn bearings
11/02/2023,PLT-003,Bangalore,MCH-003-004,Hydraulic Press,Night,OPR-1181,125,Power Failure,14156.36,686,391367.40,118,TECH-247,Resolved,Grid outage
11/02/2023,PLT-001,Pune,MCH-001-002,CNC Machine,Night,OPR-1082,151,Mechanical Failure,14598.47,1152,920221.64,112,TECH-214,Resolved,Gear misalignment
11/02/2023,PLT-002,Mumbai,MCH-002-003,Conveyor Belt,Afternoon,OPR-1014,480,Mechanical Failure,53723.30,3541,2326546.85,316,TECH-211,Resolved,Belt snapped
11/02/2023,PLT-001,Pune,MCH-001-017,Packaging Unit,Night,OPR-1124,40,Sensor Failure,3883.30,96,16500.97,35,TECH-204,Resolved,Firmware error
11/02/2023,PLT-002,Mumbai,MCH-002-019,Robotic Arm,Afternoon,OPR-1015,56,Sensor Failure,10812.36,355,64792.22,39,TECH-214,Resolved,Sensor disconnected
11/02/2023,PLT-002,Mumbai,MCH-002-018,Conveyor Belt,Afternoon,OPR-1188,87,Mechanical Failure,13251.25,397,274490.55,59,TECH-206,Resolved,Component fatigue
11/02/2023,PLT-002,Mumbai,MCH-002-010,Conveyor Belt,Night,OPR-1141,35,Overheating,4365.75,199,148208.33,24,TECH-239,Resolved,Ambient temperature
11/02/2023,PLT-002,Mumbai,MCH-002-011,Conveyor Belt,Morning,OPR-1186,124,Electrical Failure,32755.04,1017,622935.37,114,TECH-214,Resolved,Wiring fault
11/02/2023,PLT-003,Bangalore,MCH-003-010,Injection Moulding,Afternoon,OPR-1114,45,Sensor Failure,9718.53,244,69291.52,40,TECH-223,Resolved,Dirty sensor
11/02/2023,PLT-002,Mumbai,MCH-002-018,Conveyor Belt,Morning,OPR-1136,20,Overheating,2274.22,43,17488.74,12,TECH-217,Resolved,Lubricant depletion
11/03/2023,PLT-001,Pune,MCH-001-007,Injection Moulding,Afternoon,OPR-1179,223,Electrical Failure,27214.52,1337,828069.95,135,TECH-225,Resolved,Wiring fault
11/03/2023,PLT-002,Mumbai,MCH-002-012,Lathe Machine,Morning,OPR-1122,141,Mechanical Failure,31508.09,841,408129.21,102,TECH-206,Resolved,Gear misalignment
11/03/2023,PLT-002,Mumbai,MCH-002-017,Lathe Machine,Morning,OPR-1019,70,Overheating,20378.88,403,288036.19,60,TECH-226,Resolved,Ambient temperature
11/03/2023,PLT-003,Bangalore,MCH-003-007,Hydraulic Press,Night,OPR-1117,54,Overheating,4914.63,217,71291.39,48,TECH-214,Pending,Blocked ventilation
11/03/2023,PLT-002,Mumbai,MCH-002-009,Hydraulic Press,Afternoon,OPR-1105,171,Hydraulic Leak,31831.53,682,391488.92,117,TECH-248,Resolved,Seal degradation
11/03/2023,PLT-001,Pune,MCH-001-004,Packaging Unit,Night,OPR-1130,144,Mechanical Failure,28911.95,1070,570293.40,134,TECH-227,Resolved,Worn bearings
11/03/2023,PLT-003,Bangalore,MCH-003-011,Robotic Arm,Afternoon,OPR-1185,171,Hydraulic Leak,31295.40,731,211289.48,140,TECH-229,Resolved,Pressure spike
11/03/2023,PLT-001,Pune,MCH-001-019,Packaging Unit,Afternoon,OPR-1134,196,Mechanical Failure,34139.19,476,222250.98,129,TECH-216,Resolved,Belt snapped
11/03/2023,PLT-001,Pune,MCH-001-003,Hydraulic Press,Night,OPR-1021,219,Mechanical Failure,42747.37,1769,527492.55,195,TECH-233,Pending,Gear misalignment
11/03/2023,PLT-003,Bangalore,MCH-003-014,Lathe Machine,Night,OPR-1096,313,Mechanical Failure,45782.97,1033,820781.99,274,TECH-236,Resolved,Component fatigue
11/03/2023,PLT-003,Bangalore,MCH-003-014,Lathe Machine,Night,OPR-1060,65,Electrical Failure,14496.22,140,79355.47,58,TECH-230,Resolved,Motor burnout
11/03/2023,PLT-003,Bangalore,MCH-003-008,Packaging Unit,Morning,OPR-1088,33,Sensor Failure,6724.15,175,53683.82,25,TECH-204,Resolved,Firmware error
11/03/2023,PLT-002,Mumbai,MCH-002-014,Packaging Unit,Afternoon,OPR-1182,119,Electrical Failure,9410.53,655,514130.47,85,TECH-230,Pending,Blown fuse
11/03/2023,PLT-001,Pune,MCH-001-014,Injection Moulding,Afternoon,OPR-1067,67,Electrical Failure,7703.88,567,302050.23,49,TECH-257,Resolved,Wiring fault
11/03/2023,PLT-002,Mumbai,MCH-002-007,Injection Moulding,Morning,OPR-1048,73,Electrical Failure,20630.71,544,384639.98,49,TECH-259,Pending,Wiring fault
11/03/2023,PLT-003,Bangalore,MCH-003-018,CNC Machine,Night,OPR-1075,57,Sensor Failure,8004.75,217,150735.08,34,TECH-254,Resolved,Sensor disconnected
11/03/2023,PLT-002,Mumbai,MCH-002-013,Injection Moulding,Afternoon,OPR-1133,219,Hydraulic Leak,36473.15,720,462390.55,192,TECH-218,Resolved,Valve failure
11/03/2023,PLT-003,Bangalore,MCH-003-009,Conveyor Belt,Night,OPR-1197,217,Mechanical Failure,50103.50,1026,567178.56,148,TECH-233,Resolved,Belt snapped
11/03/2023,PLT-003,Bangalore,MCH-003-002,Hydraulic Press,Morning,OPR-1166,127,Hydraulic Leak,22629.34,1002,700564.88,101,TECH-257,Resolved,Pressure spike
11/03/2023,PLT-001,Pune,MCH-001-006,Hydraulic Press,Afternoon,OPR-1116,40,Human Error,3135.38,99,26186.36,32,TECH-213,Resolved,Missed maintenance check
11/03/2023,PLT-001,Pune,MCH-001-002,CNC Machine,Morning,OPR-1129,36,Human Error,3510.25,228,128808.17,26,TECH-222,Resolved,Wrong material loaded
11/03/2023,PLT-002,Mumbai,MCH-002-002,Packaging Unit,Afternoon,OPR-1148,45,Sensor Failure,9277.77,149,69081.06,27,TECH-222,Resolved,Firmware error
11/03/2023,PLT-002,Mumbai,MCH-002-014,CNC Machine,Morning,OPR-1184,76,Mechanical Failure,10419.97,272,167947.38,70,TECH-217,Resolved,Worn bearings
11/03/2023,PLT-002,Mumbai,MCH-002-020,Lathe Machine,Night,OPR-1057,155,Power Failure,28847.08,658,232125.05,143,TECH-245,Pending,UPS failure
11/03/2023,PLT-002,Mumbai,MCH-002-014,Conveyor Belt,Night,OPR-1188,94,Overheating,20654.00,302,188613.81,77,TECH-222,Resolved,Blocked ventilation
11/03/2023,PLT-001,Pune,MCH-001-007,Robotic Arm,Afternoon,OPR-1071,29,Sensor Failure,3112.77,145,25946.84,19,TECH-203,Resolved,Calibration drift
11/03/2023,PLT-003,Bangalore,MCH-003-001,Injection Moulding,Night,OPR-1025,47,Mechanical Failure,9910.37,132,102551.23,29,TECH-204,Resolved,Component fatigue
11/03/2023,PLT-003,Bangalore,MCH-003-014,Hydraulic Press,Morning,OPR-1178,113,Mechanical Failure,15347.85,330,150591.25,78,TECH-221,Resolved,Gear misalignment
11/03/2023,PLT-002,Mumbai,MCH-002-001,Injection Moulding,Night,OPR-1035,480,Power Failure,49042.93,1781,549067.47,390,TECH-239,Resolved,Voltage fluctuation
11/03/2023,PLT-003,Bangalore,MCH-003-005,Welding Robot,Morning,OPR-1016,16,Overheating,1882.18,141,89909.02,12,TECH-207,Pending,Blocked ventilation
11/03/2023,PLT-002,Mumbai,MCH-002-004,CNC Machine,Morning,OPR-1023,121,Hydraulic Leak,20386.99,841,594579.75,73,TECH-222,Resolved,Valve failure
11/03/2023,PLT-003,Bangalore,MCH-003-009,Packaging Unit,Night,OPR-1166,45,Human Error,6532.93,277,112953.52,33,TECH-224,Resolved,Missed maintenance check
11/03/2023,PLT-003,Bangalore,MCH-003-014,Hydraulic Press,Morning,OPR-1174,46,Mechanical Failure,6232.91,234,85469.41,36,TECH-217,Resolved,Belt snapped
11/03/2023,PLT-003,Bangalore,MCH-003-015,Welding Robot,Afternoon,OPR-1018,40,Sensor Failure,7895.56,184,144860.41,28,TECH-217,Resolved,Dirty sensor
11/03/2023,PLT-003,Bangalore,MCH-003-001,Robotic Arm,Morning,OPR-1079,25,Sensor Failure,3691.49,52,34132.93,20,TECH-240,Resolved,Dirty sensor
11/03/2023,PLT-001,Pune,MCH-001-013,Packaging Unit,Morning,OPR-1087,69,Mechanical Failure,9943.70,193,36035.61,62,TECH-207,Resolved,Worn bearings
11/03/2023,PLT-002,Mumbai,MCH-002-019,Hydraulic Press,Afternoon,OPR-1060,81,Electrical Failure,19310.01,529,386788.45,71,TECH-221,Resolved,Short circuit
11/03/2023,PLT-001,Pune,MCH-001-002,Packaging Unit,Afternoon,OPR-1120,57,Electrical Failure,8328.77,250,170583.84,35,TECH-222,Resolved,Short circuit
11/03/2023,PLT-003,Bangalore,MCH-003-009,Injection Moulding,Morning,OPR-1124,62,Mechanical Failure,12769.44,302,217142.61,50,TECH-259,Resolved,Belt snapped
11/03/2023,PLT-001,Pune,MCH-001-004,Welding Robot,Night,OPR-1141,43,Sensor Failure,8177.10,138,70567.85,34,TECH-219,Resolved,Sensor disconnected
11/03/2023,PLT-003,Bangalore,MCH-003-005,Welding Robot,Night,OPR-1087,426,Hydraulic Leak,60134.36,3456,642701.74,300,TECH-205,Resolved,Valve failure
11/03/2023,PLT-003,Bangalore,MCH-003-003,Welding Robot,Night,OPR-1064,65,Sensor Failure,13924.19,537,397835.60,44,TECH-231,Resolved,Dirty sensor
11/03/2023,PLT-003,Bangalore,MCH-003-002,CNC Machine,Night,OPR-1179,165,Electrical Failure,20566.71,955,306079.25,152,TECH-233,Resolved,Motor burnout
11/03/2023,PLT-001,Pune,MCH-001-014,Packaging Unit,Afternoon,OPR-1080,48,Human Error,9557.53,287,111811.18,33,TECH-235,Resolved,Improper operation
11/03/2023,PLT-003,Bangalore,MCH-003-005,Conveyor Belt,Morning,OPR-1060,98,Hydraulic Leak,14085.27,622,386069.17,64,TECH-235,Pending,Pressure spike
11/03/2023,PLT-003,Bangalore,MCH-003-001,Packaging Unit,Morning,OPR-1084,134,Mechanical Failure,32875.53,937,525389.20,117,TECH-260,Resolved,Gear misalignment
11/03/2023,PLT-001,Pune,MCH-001-018,Hydraulic Press,Night,OPR-1023,116,Overheating,17320.00,268,44567.02,83,TECH-246,Pending,Cooling fan failure
11/03/2023,PLT-003,Bangalore,MCH-003-019,CNC Machine,Afternoon,OPR-1039,174,Mechanical Failure,37049.05,463,96765.06,160,TECH-221,Resolved,Gear misalignment
11/03/2023,PLT-003,Bangalore,MCH-003-005,Robotic Arm,Night,OPR-1093,49,Sensor Failure,12701.62,385,255170.94,32,TECH-209,Resolved,Firmware error
11/04/2023,PLT-002,Mumbai,MCH-002-003,Lathe Machine,Night,OPR-1102,324,Power Failure,44427.79,1889,349543.38,279,TECH-235,Resolved,Tripped breaker
11/04/2023,PLT-002,Mumbai,MCH-002-011,Packaging Unit,Night,OPR-1092,154,Sensor Failure,12264.30,653,458406.20,130,TECH-228,Pending,Sensor disconnected
11/04/2023,PLT-002,Mumbai,MCH-002-018,Packaging Unit,Night,OPR-1150,102,Overheating,16054.21,383,142498.35,80,TECH-204,Resolved,Blocked ventilation
11/04/2023,PLT-001,Pune,MCH-001-003,Welding Robot,Morning,OPR-1090,38,Sensor Failure,5244.43,139,28679.17,34,TECH-260,Resolved,Firmware error
11/04/2023,PLT-002,Mumbai,MCH-002-001,Welding Robot,Night,OPR-1140,240,Power Failure,22175.92,1433,868139.90,196,TECH-227,Pending,Grid outage
11/04/2023,PLT-001,Pune,MCH-001-002,CNC Machine,Afternoon,OPR-1085,59,Electrical Failure,11257.83,399,97545.65,46,TECH-230,Resolved,Blown fuse
11/04/2023,PLT-003,Bangalore,MCH-003-011,Conveyor Belt,Afternoon,OPR-1015,145,Sensor Failure,34059.31,662,476213.28,118,TECH-203,Resolved,Dirty sensor
11/04/2023,PLT-002,Mumbai,MCH-002-017,Welding Robot,Night,OPR-1106,72,Human Error,10618.20,239,47060.73,60,TECH-228,Resolved,Missed maintenance check
11/04/2023,PLT-001,Pune,MCH-001-020,Robotic Arm,Morning,OPR-1087,46,Sensor Failure,5216.36,271,167294.77,38,TECH-231,Resolved,Firmware error
11/04/2023,PLT-001,Pune,MCH-001-004,Lathe Machine,Night,OPR-1137,342,Mechanical Failure,58798.09,663,375943.19,223,TECH-240,Resolved,Gear misalignment
11/04/2023,PLT-003,Bangalore,MCH-003-001,Packaging Unit,Afternoon,OPR-1060,92,Overheating,11271.34,207,101175.69,74,TECH-250,Pending,Lubricant depletion
11/04/2023,PLT-002,Mumbai,MCH-002-011,Conveyor Belt,Morning,OPR-1176,92,Mechanical Failure,9825.10,542,128181.91,56,TECH-238,Resolved,Belt snapped
11/04/2023,PLT-003,Bangalore,MCH-003-016,Injection Moulding,Morning,OPR-1098,106,Overheating,22728.08,725,459095.53,98,TECH-228,Resolved,Lubricant depletion
11/04/2023,PLT-002,Mumbai,MCH-002-001,CNC Machine,Night,OPR-1002,39,Human Error,3894.73,299,57883.25,32,TECH-260,Resolved,Improper operation
11/04/2023,PLT-003,Bangalore,MCH-003-007,Injection Moulding,Afternoon,OPR-1100,152,Electrical Failure,28725.37,871,453359.01,107,TECH-249,Resolved,Wiring fault
11/04/2023,PLT-001,Pune,MCH-001-002,Lathe Machine,Afternoon,OPR-1115,50,Electrical Failure,13251.82,369,108354.34,34,TECH-211,Resolved,Short circuit
11/04/2023,PLT-001,Pune,MCH-001-019,CNC Machine,Morning,OPR-1027,76,Mechanical Failure,9865.39,468,231811.74,61,TECH-240,Resolved,Worn bearings
11/04/2023,PLT-001,Pune,MCH-001-013,Conveyor Belt,Night,OPR-1008,94,Sensor Failure,17981.50,564,149884.15,79,TECH-211,Resolved,Sensor disconnected
11/04/2023,PLT-001,Pune,MCH-001-013,Conveyor Belt,Night,OPR-1100,268,Mechanical Failure,62255.76,870,296371.66,170,TECH-225,Resolved,Gear misalignment
11/04/2023,PLT-001,Pune,MCH-001-007,Packaging Unit,Afternoon,OPR-1026,202,Electrical Failure,34489.65,695,189551.00,136,TECH-244,Resolved,Blown fuse
11/04/2023,PLT-003,Bangalore,MCH-003-014,Lathe Machine,Morning,OPR-1020,348,Mechanical Failure,49757.44,2507,1203479.85,314,TECH-223,Resolved,Gear misalignment
11/04/2023,PLT-002,Mumbai,MCH-002-017,Conveyor Belt,Afternoon,OPR-1020,133,Electrical Failure,10740.39,1076,797319.71,110,TECH-208,Resolved,Motor burnout
11/04/2023,PLT-002,Mumbai,MCH-002-019,Injection Moulding,Afternoon,OPR-1070,148,Mechanical Failure,23647.47,1056,763438.92,106,TECH-256,Resolved,Gear misalignment
11/04/2023,PLT-001,Pune,MCH-001-007,Welding Robot,Morning,OPR-1003,28,Sensor Failure,4179.72,126,71885.61,23,TECH-217,Resolved,Sensor disconnected
11/04/2023,PLT-002,Mumbai,MCH-002-006,Packaging Unit,Morning,OPR-1042,33,Sensor Failure,6499.32,75,39067.87,23,TECH-204,Pending,Dirty sensor
11/04/2023,PLT-001,Pune,MCH-001-002,CNC Machine,Night,OPR-1189,12,Human Error,1866.75,60,15526.02,9,TECH-229,Resolved,Wrong material loaded
11/04/2023,PLT-002,Mumbai,MCH-002-011,Injection Moulding,Afternoon,OPR-1058,85,Electrical Failure,7111.03,537,121223.59,76,TECH-210,Resolved,Short circuit
11/04/2023,PLT-002,Mumbai,MCH-002-004,Lathe Machine,Night,OPR-1075,24,Overheating,4421.99,54,24364.38,15,TECH-260,Resolved,Lubricant depletion
11/04/2023,PLT-001,Pune,MCH-001-003,Lathe Machine,Afternoon,OPR-1108,197,Mechanical Failure,29472.53,1249,544541.21,119,TECH-218,Resolved,Component fatigue
11/04/2023,PLT-001,Pune,MCH-001-008,Hydraulic Press,Morning,OPR-1032,81,Overheating,14764.72,206,139703.00,73,TECH-231,Resolved,Blocked ventilation
11/04/2023,PLT-001,Pune,MCH-001-012,Hydraulic Press,Night,OPR-1192,41,Mechanical Failure,7435.28,102,24495.83,37,TECH-207,Pending,Belt snapped
11/04/2023,PLT-003,Bangalore,MCH-003-015,Lathe Machine,Morning,OPR-1152,40,Sensor Failure,7412.18,137,71441.69,37,TECH-210,Resolved,Firmware error
11/04/2023,PLT-001,Pune,MCH-001-017,Hydraulic Press,Afternoon,OPR-1200,267,Electrical Failure,65824.46,962,244501.83,161,TECH-223,Resolved,Blown fuse
11/04/2023,PLT-002,Mumbai,MCH-002-019,Robotic Arm,Night,OPR-1169,42,Sensor Failure,6972.71,247,147970.69,29,TECH-218,Resolved,Calibration drift
11/04/2023,PLT-003,Bangalore,MCH-003-006,Robotic Arm,Afternoon,OPR-1006,40,Overheating,9103.96,294,68923.56,27,TECH-248,Pending,Blocked ventilation
11/04/2023,PLT-001,Pune,MCH-001-006,Conveyor Belt,Morning,OPR-1200,102,Power Failure,24899.16,582,209061.58,70,TECH-212,Resolved,Tripped breaker
11/04/2023,PLT-001,Pune,MCH-001-019,CNC Machine,Afternoon,OPR-1111,41,Electrical Failure,4295.93,222,123546.09,34,TECH-235,Resolved,Wiring fault
11/04/2023,PLT-002,Mumbai,MCH-002-013,Conveyor Belt,Morning,OPR-1110,150,Mechanical Failure,27782.49,1111,413331.29,116,TECH-205,Pending,Component fatigue
11/04/2023,PLT-002,Mumbai,MCH-002-016,CNC Machine,Afternoon,OPR-1112,92,Mechanical Failure,11258.93,645,305365.98,80,TECH-219,Resolved,Gear misalignment
11/04/2023,PLT-003,Bangalore,MCH-003-008,Lathe Machine,Night,OPR-1091,27,Human Error,6171.53,128,83022.60,25,TECH-235,Resolved,Incorrect setup
11/04/2023,PLT-002,Mumbai,MCH-002-020,Hydraulic Press,Afternoon,OPR-1073,201,Power Failure,38432.78,436,122109.21,179,TECH-256,Pending,Grid outage
11/04/2023,PLT-001,Pune,MCH-001-004,Injection Moulding,Afternoon,OPR-1089,130,Hydraulic Leak,18334.72,767,365174.48,110,TECH-234,Resolved,Seal degradation
11/04/2023,PLT-002,Mumbai,MCH-002-018,Lathe Machine,Morning,OPR-1083,54,Electrical Failure,12898.35,261,141486.46,42,TECH-234,Resolved,Motor burnout
11/04/2023,PLT-003,Bangalore,MCH-003-016,Welding Robot,Night,OPR-1162,134,Mechanical Failure,18212.15,564,280267.14,95,TECH-221,Resolved,Gear misalignment
11/04/2023,PLT-001,Pune,MCH-001-018,Hydraulic Press,Morning,OPR-1002,22,Sensor Failure,3875.06,124,75200.26,19,TECH-201,Resolved,Sensor disconnected
11/04/2023,PLT-003,Bangalore,MCH-003-004,Hydraulic Press,Night,OPR-1018,68,Electrical Failure,12270.09,136,99114.55,40,TECH-218,Resolved,Short circuit
11/05/2023,PLT-001,Pune,MCH-001-002,Injection Moulding,Night,OPR-1044,111,Overheating,21000.18,947,158724.80,103,TECH-241,Resolved,Ambient temperature
11/05/2023,PLT-003,Bangalore,MCH-003-009,Packaging Unit,Afternoon,OPR-1067,138,Mechanical Failure,22618.55,359,247325.30,129,TECH-250,Resolved,Worn bearings
11/05/2023,PLT-001,Pune,MCH-001-017,Conveyor Belt,Night,OPR-1011,162,Mechanical Failure,24638.77,980,194451.71,109,TECH-250,Resolved,Belt snapped
11/05/2023,PLT-003,Bangalore,MCH-003-015,Hydraulic Press,Morning,OPR-1024,293,Electrical Failure,82420.23,1000,432298.22,204,TECH-249,Resolved,Blown fuse
11/05/2023,PLT-002,Mumbai,MCH-002-011,Hydraulic Press,Night,OPR-1198,242,Power Failure,23034.81,851,130101.11,202,TECH-259,Resolved,UPS failure
11/05/2023,PLT-002,Mumbai,MCH-002-020,CNC Machine,Night,OPR-1192,116,Mechanical Failure,23009.03,585,108553.48,106,TECH-201,Resolved,Gear misalignment
11/05/2023,PLT-002,Mumbai,MCH-002-007,Welding Robot,Afternoon,OPR-1053,122,Hydraulic Leak,16353.40,484,313565.31,86,TECH-241,Resolved,Pressure spike
11/05/2023,PLT-002,Mumbai,MCH-002-005,Packaging Unit,Night,OPR-1048,26,Human Error,6145.88,93,60653.09,20,TECH-235,Resolved,Improper operation
11/05/2023,PLT-002,Mumbai,MCH-002-017,Packaging Unit,Afternoon,OPR-1139,60,Electrical Failure,8955.12,130,46159.28,45,TECH-221,Resolved,Short circuit
11/05/2023,PLT-002,Mumbai,MCH-002-008,Hydraulic Press,Night,OPR-1150,146,Hydraulic Leak,31043.04,427,158465.24,132,TECH-255,Resolved,Pressure spike
11/05/2023,PLT-002,Mumbai,MCH-002-006,Hydraulic Press,Morning,OPR-1132,119,Electrical Failure,25855.17,794,187378.66,103,TECH-235,Pending,Blown fuse
11/05/2023,PLT-001,Pune,MCH-001-016,Conveyor Belt,Morning,OPR-1141,82,Overheating,9654.25,569,189771.86,59,TECH-238,Pending,Cooling fan failure
11/05/2023,PLT-003,Bangalore,MCH-003-009,Injection Moulding,Night,OPR-1026,118,Mechanical Failure,20973.95,746,532362.27,85,TECH-217,Resolved,Gear misalignment
11/05/2023,PLT-002,Mumbai,MCH-002-006,Injection Moulding,Afternoon,OPR-1045,158,Electrical Failure,40100.15,933,411685.46,143,TECH-214,Resolved,Short circuit
11/05/2023,PLT-001,Pune,MCH-001-004,Packaging Unit,Morning,OPR-1018,253,Power Failure,50325.60,606,354099.21,205,TECH-253,Resolved,UPS failure
11/05/2023,PLT-003,Bangalore,MCH-003-004,Conveyor Belt,Morning,OPR-1004,93,Mechanical Failure,24042.83,614,385284.85,67,TECH-207,Resolved,Gear misalignment
11/05/2023,PLT-002,Mumbai,MCH-002-020,Packaging Unit,Night,OPR-1146,72,Mechanical Failure,9847.79,405,203397.48,66,TECH-237,Resolved,Component fatigue
11/05/2023,PLT-001,Pune,MCH-001-010,Injection Moulding,Afternoon,OPR-1163,53,Mechanical Failure,8546.96,167,46141.62,49,TECH-259,Resolved,Belt snapped
11/05/2023,PLT-003,Bangalore,MCH-003-017,Packaging Unit,Afternoon,OPR-1018,67,Human Error,17153.21,474,354355.65,58,TECH-225,Resolved,Improper operation
11/05/2023,PLT-003,Bangalore,MCH-003-003,Injection Moulding,Afternoon,OPR-1187,70,Electrical Failure,15502.32,262,109472.40,43,TECH-215,Resolved,Motor burnout
11/05/2023,PLT-001,Pune,MCH-001-007,Injection Moulding,Morning,OPR-1084,72,Mechanical Failure,9192.95,491,189306.01,61,TECH-217,Resolved,Belt snapped
11/05/2023,PLT-001,Pune,MCH-001-019,Conveyor Belt,Morning,OPR-1016,93,Mechanical Failure,21428.66,706,169518.45,81,TECH-221,Resolved,Belt snapped
11/05/2023,PLT-003,Bangalore,MCH-003-015,CNC Machine,Night,OPR-1158,100,Mechanical Failure,13059.96,307,209037.40,91,TECH-230,Resolved,Gear misalignment
11/05/2023,PLT-001,Pune,MCH-001-020,Conveyor Belt,Night,OPR-1096,260,Mechanical Failure,23392.80,1824,757316.86,219,TECH-226,Resolved,Worn bearings
11/05/2023,PLT-002,Mumbai,MCH-002-011,Packaging Unit,Afternoon,OPR-1045,57,Overheating,9095.69,219,140879.93,51,TECH-254,Pending,Ambient temperature
11/05/2023,PLT-003,Bangalore,MCH-003-002,Lathe Machine,Afternoon,OPR-1112,373,Electrical Failure,35216.26,851,180057.84,313,TECH-211,Resolved,Blown fuse
11/05/2023,PLT-003,Bangalore,MCH-003-013,Robotic Arm,Morning,OPR-1003,103,Electrical Failure,18210.86,401,193268.83,69,TECH-217,Resolved,Motor burnout
11/05/2023,PLT-003,Bangalore,MCH-003-007,CNC Machine,Morning,OPR-1194,279,Electrical Failure,45592.22,1039,232730.46,170,TECH-241,Pending,Wiring fault
11/05/2023,PLT-001,Pune,MCH-001-011,Packaging Unit,Afternoon,OPR-1014,70,Sensor Failure,8272.70,608,205852.54,53,TECH-202,Resolved,Dirty sensor
11/05/2023,PLT-003,Bangalore,MCH-003-018,Lathe Machine,Night,OPR-1152,38,Human Error,9094.30,270,191634.59,34,TECH-205,Resolved,Wrong material loaded
11/05/2023,PLT-002,Mumbai,MCH-002-002,Robotic Arm,Afternoon,OPR-1174,148,Overheating,35007.57,652,373500.45,101,TECH-206,Resolved,Cooling fan failure
11/05/2023,PLT-002,Mumbai,MCH-002-001,Welding Robot,Night,OPR-1121,175,Electrical Failure,40854.54,715,132702.10,106,TECH-233,Resolved,Wiring fault
11/05/2023,PLT-001,Pune,MCH-001-007,Conveyor Belt,Morning,OPR-1055,157,Mechanical Failure,22030.93,616,219707.21,97,TECH-244,Pending,Gear misalignment
11/05/2023,PLT-002,Mumbai,MCH-002-004,CNC Machine,Morning,OPR-1004,366,Mechanical Failure,65931.15,1335,631880.49,283,TECH-219,Resolved,Gear misalignment
11/05/2023,PLT-001,Pune,MCH-001-020,Welding Robot,Night,OPR-1190,52,Overheating,9456.41,297,158558.32,35,TECH-225,Resolved,Cooling fan failure
11/06/2023,PLT-003,Bangalore,MCH-003-019,Packaging Unit,Afternoon,OPR-1172,19,Human Error,2578.19,69,25659.75,14,TECH-234,Resolved,Improper operation
11/06/2023,PLT-002,Mumbai,MCH-002-010,Hydraulic Press,Afternoon,OPR-1150,82,Mechanical Failure,6998.23,539,159051.52,61,TECH-233,Resolved,Worn bearings
